Season,ISOyear,ISOweek,WeekBeginning,WeekEnding,Country,Pathogen,NumberAdmissionsPerWeek,RateAdmissionsPerWeek,Population
2023/24,2024,37,20240909,20240915,S92000003,Rhinovirus,135,2.5,5506000
2023/24,2024,37,20240909,20240915,S92000003,Seasonal coronavirus,0,0,5506000
2023/24,2024,38,20240916,20240922,S92000003,Adenovirus,18,0.3,5506000
2023/24,2024,38,20240916,20240922,S92000003,COVID-19,197,3.6,5506000
2023/24,2024,38,20240916,20240922,S92000003,HMPV,5,0.1,5506000
2023/24,2024,38,20240916,20240922,S92000003,Influenza (All),20,0.4,5506000
2023/24,2024,38,20240916,20240922,S92000003,Influenza A,15,0.3,5506000
2023/24,2024,38,20240916,20240922,S92000003,Influenza B,5,0.1,5506000
2023/24,2024,38,20240916,20240922,S92000003,Mycoplasma pneumoniae,18,0.3,5506000
2023/24,2024,38,20240916,20240922,S92000003,Parainfluenza (Any Type),14,0.3,5506000
2023/24,2024,38,20240916,20240922,S92000003,RSV,25,0.5,5506000
2023/24,2024,38,20240916,20240922,S92000003,Rhinovirus,144,2.6,5506000
2023/24,2024,38,20240916,20240922,S92000003,Seasonal coronavirus,5,0.1,5506000
2023/24,2024,39,20240923,20240929,S92000003,Adenovirus,14,0.3,5506000
2023/24,2024,39,20240923,20240929,S92000003,COVID-19,170,3.1,5506000
2023/24,2024,39,20240923,20240929,S92000003,HMPV,1,0,5506000
2023/24,2024,39,20240923,20240929,S92000003,Influenza (All),13,0.2,5506000
2023/24,2024,39,20240923,20240929,S92000003,Influenza A,12,0.2,5506000
2023/24,2024,39,20240923,20240929,S92000003,Influenza B,1,0,5506000
2023/24,2024,39,20240923,20240929,S92000003,Mycoplasma pneumoniae,17,0.3,5506000
2023/24,2024,39,20240923,20240929,S92000003,Parainfluenza (Any Type),7,0.1,5506000
2023/24,2024,39,20240923,20240929,S92000003,RSV,33,0.6,5506000
2023/24,2024,39,20240923,20240929,S92000003,Rhinovirus,97,1.8,5506000
2023/24,2024,39,20240923,20240929,S92000003,Seasonal coronavirus,4,0.1,5506000
2024/25,2024,40,20240930,20241006,S92000003,Adenovirus,17,0.3,5546900
2024/25,2024,40,20240930,20241006,S92000003,COVID-19,151,2.7,5546900
2024/25,2024,40,20240930,20241006,S92000003,HMPV,5,0.1,5546900
2024/25,2024,40,20240930,20241006,S92000003,Influenza (All),24,0.4,5546900
2024/25,2024,40,20240930,20241006,S92000003,Influenza A,22,0.4,5546900
2024/25,2024,40,20240930,20241006,S92000003,Influenza B,2,0,5546900
2024/25,2024,40,20240930,20241006,S92000003,Mycoplasma pneumoniae,12,0.2,5546900
2024/25,2024,40,20240930,20241006,S92000003,Parainfluenza (Any Type),22,0.4,5546900
2024/25,2024,40,20240930,20241006,S92000003,RSV,59,1.1,5546900
2024/25,2024,40,20240930,20241006,S92000003,Rhinovirus,103,1.9,5546900
2024/25,2024,40,20240930,20241006,S92000003,Seasonal coronavirus,4,0.1,5546900
2024/25,2024,41,20241007,20241013,S92000003,Adenovirus,19,0.3,5546900
2024/25,2024,41,20241007,20241013,S92000003,COVID-19,185,3.3,5546900
2024/25,2024,41,20241007,20241013,S92000003,HMPV,4,0.1,5546900
2024/25,2024,41,20241007,20241013,S92000003,Influenza (All),44,0.8,5546900
2024/25,2024,41,20241007,20241013,S92000003,Influenza A,42,0.8,5546900
2024/25,2024,41,20241007,20241013,S92000003,Influenza B,2,0,5546900
2024/25,2024,41,20241007,20241013,S92000003,Mycoplasma pneumoniae,14,0.3,5546900
2024/25,2024,41,20241007,20241013,S92000003,Parainfluenza (Any Type),17,0.3,5546900
2024/25,2024,41,20241007,20241013,S92000003,RSV,62,1.1,5546900
2024/25,2024,41,20241007,20241013,S92000003,Rhinovirus,96,1.7,5546900
2024/25,2024,41,20241007,20241013,S92000003,Seasonal coronavirus,7,0.1,5546900
2024/25,2024,42,20241014,20241020,S92000003,Adenovirus,21,0.4,5546900
2024/25,2024,42,20241014,20241020,S92000003,COVID-19,170,3.1,5546900
2024/25,2024,42,20241014,20241020,S92000003,HMPV,8,0.1,5546900
2024/25,2024,42,20241014,20241020,S92000003,Influenza (All),57,1,5546900
2024/25,2024,42,20241014,20241020,S92000003,Influenza A,54,1,5546900
2024/25,2024,42,20241014,20241020,S92000003,Influenza B,3,0.1,5546900
2024/25,2024,42,20241014,20241020,S92000003,Mycoplasma pneumoniae,15,0.3,5546900
2024/25,2024,42,20241014,20241020,S92000003,Parainfluenza (Any Type),19,0.3,5546900
2024/25,2024,42,20241014,20241020,S92000003,RSV,85,1.5,5546900
2024/25,2024,42,20241014,20241020,S92000003,Rhinovirus,110,2,5546900
2024/25,2024,42,20241014,20241020,S92000003,Seasonal coronavirus,5,0.1,5546900
2024/25,2024,43,20241021,20241027,S92000003,Adenovirus,13,0.2,5546900
2024/25,2024,43,20241021,20241027,S92000003,COVID-19,125,2.3,5546900
2024/25,2024,43,20241021,20241027,S92000003,HMPV,2,0,5546900
2024/25,2024,43,20241021,20241027,S92000003,Influenza (All),45,0.8,5546900
2024/25,2024,43,20241021,20241027,S92000003,Influenza A,43,0.8,5546900
2024/25,2024,43,20241021,20241027,S92000003,Influenza B,2,0,5546900
2024/25,2024,43,20241021,20241027,S92000003,Mycoplasma pneumoniae,16,0.3,5546900
2024/25,2024,43,20241021,20241027,S92000003,Parainfluenza (Any Type),20,0.4,5546900
2024/25,2024,43,20241021,20241027,S92000003,RSV,119,2.1,5546900
2024/25,2024,43,20241021,20241027,S92000003,Rhinovirus,88,1.6,5546900
2024/25,2024,43,20241021,20241027,S92000003,Seasonal coronavirus,11,0.2,5546900
2024/25,2024,44,20241028,20241103,S92000003,Adenovirus,15,0.3,5546900
2024/25,2024,44,20241028,20241103,S92000003,COVID-19,108,1.9,5546900
2024/25,2024,44,20241028,20241103,S92000003,HMPV,5,0.1,5546900
2024/25,2024,44,20241028,20241103,S92000003,Influenza (All),39,0.7,5546900
2024/25,2024,44,20241028,20241103,S92000003,Influenza A,39,0.7,5546900
2024/25,2024,44,20241028,20241103,S92000003,Influenza B,0,0,5546900
2024/25,2024,44,20241028,20241103,S92000003,Mycoplasma pneumoniae,12,0.2,5546900
2024/25,2024,44,20241028,20241103,S92000003,Parainfluenza (Any Type),12,0.2,5546900
2024/25,2024,44,20241028,20241103,S92000003,RSV,144,2.6,5546900
2024/25,2024,44,20241028,20241103,S92000003,Rhinovirus,92,1.7,5546900
2024/25,2024,44,20241028,20241103,S92000003,Seasonal coronavirus,9,0.2,5546900
2024/25,2024,45,20241104,20241110,S92000003,Adenovirus,21,0.4,5546900
2024/25,2024,45,20241104,20241110,S92000003,COVID-19,85,1.5,5546900
2024/25,2024,45,20241104,20241110,S92000003,HMPV,4,0.1,5546900
2024/25,2024,45,20241104,20241110,S92000003,Influenza (All),58,1,5546900
2024/25,2024,45,20241104,20241110,S92000003,Influenza A,57,1,5546900
2024/25,2024,45,20241104,20241110,S92000003,Influenza B,1,0,5546900
2024/25,2024,45,20241104,20241110,S92000003,Mycoplasma pneumoniae,18,0.3,5546900
2024/25,2024,45,20241104,20241110,S92000003,Parainfluenza (Any Type),20,0.4,5546900
2024/25,2024,45,20241104,20241110,S92000003,RSV,223,4,5546900
2024/25,2024,45,20241104,20241110,S92000003,Rhinovirus,136,2.5,5546900
2024/25,2024,45,20241104,20241110,S92000003,Seasonal coronavirus,4,0.1,5546900
2024/25,2024,46,20241111,20241117,S92000003,Adenovirus,21,0.4,5546900
2024/25,2024,46,20241111,20241117,S92000003,COVID-19,87,1.6,5546900
2024/25,2024,46,20241111,20241117,S92000003,HMPV,7,0.1,5546900
2024/25,2024,46,20241111,20241117,S92000003,Influenza (All),74,1.3,5546900
2024/25,2024,46,20241111,20241117,S92000003,Influenza A,73,1.3,5546900
2024/25,2024,46,20241111,20241117,S92000003,Influenza B,1,0,5546900
2024/25,2024,46,20241111,20241117,S92000003,Mycoplasma pneumoniae,16,0.3,5546900
2024/25,2024,46,20241111,20241117,S92000003,Parainfluenza (Any Type),29,0.5,5546900
2024/25,2024,46,20241111,20241117,S92000003,RSV,295,5.3,5546900
2024/25,2024,46,20241111,20241117,S92000003,Rhinovirus,122,2.2,5546900
2024/25,2024,46,20241111,20241117,S92000003,Seasonal coronavirus,9,0.2,5546900
2024/25,2024,47,20241118,20241124,S92000003,Adenovirus,17,0.3,5546900
2024/25,2024,47,20241118,20241124,S92000003,COVID-19,82,1.5,5546900
2024/25,2024,47,20241118,20241124,S92000003,HMPV,5,0.1,5546900
2024/25,2024,47,20241118,20241124,S92000003,Influenza (All),120,2.2,5546900
2024/25,2024,47,20241118,20241124,S92000003,Influenza A,117,2.1,5546900
2024/25,2024,47,20241118,20241124,S92000003,Influenza B,3,0.1,5546900
2024/25,2024,47,20241118,20241124,S92000003,Mycoplasma pneumoniae,17,0.3,5546900
2024/25,2024,47,20241118,20241124,S92000003,Parainfluenza (Any Type),24,0.4,5546900
2024/25,2024,47,20241118,20241124,S92000003,RSV,387,7,5546900
2024/25,2024,47,20241118,20241124,S92000003,Rhinovirus,125,2.3,5546900
2024/25,2024,47,20241118,20241124,S92000003,Seasonal coronavirus,10,0.2,5546900
2024/25,2024,48,20241125,20241201,S92000003,Adenovirus,19,0.3,5546900
2024/25,2024,48,20241125,20241201,S92000003,COVID-19,72,1.3,5546900
2024/25,2024,48,20241125,20241201,S92000003,HMPV,6,0.1,5546900
2024/25,2024,48,20241125,20241201,S92000003,Influenza (All),255,4.6,5546900
2024/25,2024,48,20241125,20241201,S92000003,Influenza A,253,4.6,5546900
2024/25,2024,48,20241125,20241201,S92000003,Influenza B,2,0,5546900
2024/25,2024,48,20241125,20241201,S92000003,Mycoplasma pneumoniae,10,0.2,5546900
2024/25,2024,48,20241125,20241201,S92000003,Parainfluenza (Any Type),14,0.3,5546900
2024/25,2024,48,20241125,20241201,S92000003,RSV,309,5.6,5546900
2024/25,2024,48,20241125,20241201,S92000003,Rhinovirus,111,2,5546900
2024/25,2024,48,20241125,20241201,S92000003,Seasonal coronavirus,6,0.1,5546900
2024/25,2024,49,20241202,20241208,S92000003,Adenovirus,19,0.3,5546900
2024/25,2024,49,20241202,20241208,S92000003,COVID-19,76,1.4,5546900
2024/25,2024,49,20241202,20241208,S92000003,HMPV,19,0.3,5546900
2024/25,2024,49,20241202,20241208,S92000003,Influenza (All),377,6.8,5546900
2024/25,2024,49,20241202,20241208,S92000003,Influenza A,371,6.7,5546900
2024/25,2024,49,20241202,20241208,S92000003,Influenza B,6,0.1,5546900
2024/25,2024,49,20241202,20241208,S92000003,Mycoplasma pneumoniae,10,0.2,5546900
2024/25,2024,49,20241202,20241208,S92000003,Parainfluenza (Any Type),21,0.4,5546900
2024/25,2024,49,20241202,20241208,S92000003,RSV,346,6.2,5546900
2024/25,2024,49,20241202,20241208,S92000003,Rhinovirus,87,1.6,5546900
2024/25,2024,49,20241202,20241208,S92000003,Seasonal coronavirus,17,0.3,5546900
2024/25,2024,50,20241209,20241215,S92000003,Adenovirus,23,0.4,5546900
2024/25,2024,50,20241209,20241215,S92000003,COVID-19,69,1.2,5546900
2024/25,2024,50,20241209,20241215,S92000003,HMPV,14,0.3,5546900
2024/25,2024,50,20241209,20241215,S92000003,Influenza (All),710,12.8,5546900
2024/25,2024,50,20241209,20241215,S92000003,Influenza A,704,12.7,5546900
2024/25,2024,50,20241209,20241215,S92000003,Influenza B,6,0.1,5546900
2024/25,2024,50,20241209,20241215,S92000003,Mycoplasma pneumoniae,13,0.2,5546900
2024/25,2024,50,20241209,20241215,S92000003,Parainfluenza (Any Type),35,0.6,5546900
2024/25,2024,50,20241209,20241215,S92000003,RSV,301,5.4,5546900
2024/25,2024,50,20241209,20241215,S92000003,Rhinovirus,92,1.7,5546900
2024/25,2024,50,20241209,20241215,S92000003,Seasonal coronavirus,21,0.4,5546900
2024/25,2024,51,20241216,20241222,S92000003,Adenovirus,20,0.4,5546900
2024/25,2024,51,20241216,20241222,S92000003,COVID-19,91,1.6,5546900
2024/25,2024,51,20241216,20241222,S92000003,HMPV,16,0.3,5546900
2024/25,2024,51,20241216,20241222,S92000003,Influenza (All),1388,25,5546900
2024/25,2024,51,20241216,20241222,S92000003,Influenza A,1370,24.7,5546900
2024/25,2024,51,20241216,20241222,S92000003,Influenza B,18,0.3,5546900
2024/25,2024,51,20241216,20241222,S92000003,Mycoplasma pneumoniae,10,0.2,5546900
2024/25,2024,51,20241216,20241222,S92000003,Parainfluenza (Any Type),22,0.4,5546900
2024/25,2024,51,20241216,20241222,S92000003,RSV,307,5.5,5546900
2024/25,2024,51,20241216,20241222,S92000003,Rhinovirus,81,1.5,5546900
2024/25,2024,51,20241216,20241222,S92000003,Seasonal coronavirus,25,0.5,5546900
2024/25,2024,52,20241223,20241229,S92000003,Adenovirus,19,0.3,5546900
2024/25,2024,52,20241223,20241229,S92000003,COVID-19,101,1.8,5546900
2024/25,2024,52,20241223,20241229,S92000003,HMPV,13,0.2,5546900
2024/25,2024,52,20241223,20241229,S92000003,Influenza (All),1600,28.8,5546900
2024/25,2024,52,20241223,20241229,S92000003,Influenza A,1578,28.4,5546900
2024/25,2024,52,20241223,20241229,S92000003,Influenza B,22,0.4,5546900
2024/25,2024,52,20241223,20241229,S92000003,Mycoplasma pneumoniae,8,0.1,5546900
2024/25,2024,52,20241223,20241229,S92000003,Parainfluenza (Any Type),7,0.1,5546900
2024/25,2024,52,20241223,20241229,S92000003,RSV,267,4.8,5546900
2024/25,2024,52,20241223,20241229,S92000003,Rhinovirus,67,1.2,5546900
2024/25,2024,52,20241223,20241229,S92000003,Seasonal coronavirus,27,0.5,5546900
2024/25,2025,1,20241230,20250105,S92000003,Adenovirus,15,0.3,5546900
2024/25,2025,1,20241230,20250105,S92000003,COVID-19,69,1.2,5546900
2024/25,2025,1,20241230,20250105,S92000003,HMPV,13,0.2,5546900
2024/25,2025,1,20241230,20250105,S92000003,Influenza (All),1084,19.5,5546900
2024/25,2025,1,20241230,20250105,S92000003,Influenza A,1057,19.1,5546900
2024/25,2025,1,20241230,20250105,S92000003,Influenza B,27,0.5,5546900
2024/25,2025,1,20241230,20250105,S92000003,Mycoplasma pneumoniae,4,0.1,5546900
2024/25,2025,1,20241230,20250105,S92000003,Parainfluenza (Any Type),10,0.2,5546900
2024/25,2025,1,20241230,20250105,S92000003,RSV,200,3.6,5546900
2024/25,2025,1,20241230,20250105,S92000003,Rhinovirus,58,1,5546900
2024/25,2025,1,20241230,20250105,S92000003,Seasonal coronavirus,14,0.3,5546900
2024/25,2025,2,20250106,20250112,S92000003,Adenovirus,15,0.3,5546900
2024/25,2025,2,20250106,20250112,S92000003,COVID-19,72,1.3,5546900
2024/25,2025,2,20250106,20250112,S92000003,HMPV,21,0.4,5546900
2024/25,2025,2,20250106,20250112,S92000003,Influenza (All),598,10.8,5546900
2024/25,2025,2,20250106,20250112,S92000003,Influenza A,571,10.3,5546900
2024/25,2025,2,20250106,20250112,S92000003,Influenza B,27,0.5,5546900
2024/25,2025,2,20250106,20250112,S92000003,Mycoplasma pneumoniae,13,0.2,5546900
2024/25,2025,2,20250106,20250112,S92000003,Parainfluenza (Any Type),11,0.2,5546900
2024/25,2025,2,20250106,20250112,S92000003,RSV,126,2.3,5546900
2024/25,2025,2,20250106,20250112,S92000003,Rhinovirus,35,0.6,5546900
2024/25,2025,2,20250106,20250112,S92000003,Seasonal coronavirus,13,0.2,5546900
2024/25,2025,3,20250113,20250119,S92000003,Adenovirus,19,0.3,5546900
2024/25,2025,3,20250113,20250119,S92000003,COVID-19,47,0.8,5546900
2024/25,2025,3,20250113,20250119,S92000003,HMPV,7,0.1,5546900
2024/25,2025,3,20250113,20250119,S92000003,Influenza (All),419,7.6,5546900
2024/25,2025,3,20250113,20250119,S92000003,Influenza A,384,6.9,5546900
2024/25,2025,3,20250113,20250119,S92000003,Influenza B,35,0.6,5546900
2024/25,2025,3,20250113,20250119,S92000003,Mycoplasma pneumoniae,5,0.1,5546900
2024/25,2025,3,20250113,20250119,S92000003,Parainfluenza (Any Type),10,0.2,5546900
2024/25,2025,3,20250113,20250119,S92000003,RSV,121,2.2,5546900
2024/25,2025,3,20250113,20250119,S92000003,Rhinovirus,45,0.8,5546900
2024/25,2025,3,20250113,20250119,S92000003,Seasonal coronavirus,12,0.2,5546900
2024/25,2025,4,20250120,20250126,S92000003,Adenovirus,23,0.4,5546900
2024/25,2025,4,20250120,20250126,S92000003,COVID-19,47,0.8,5546900
2024/25,2025,4,20250120,20250126,S92000003,HMPV,18,0.3,5546900
2024/25,2025,4,20250120,20250126,S92000003,Influenza (All),278,5,5546900
2024/25,2025,4,20250120,20250126,S92000003,Influenza A,228,4.1,5546900
2024/25,2025,4,20250120,20250126,S92000003,Influenza B,50,0.9,5546900
2024/25,2025,4,20250120,20250126,S92000003,Mycoplasma pneumoniae,9,0.2,5546900
2024/25,2025,4,20250120,20250126,S92000003,Parainfluenza (Any Type),11,0.2,5546900
2024/25,2025,4,20250120,20250126,S92000003,RSV,105,1.9,5546900
2024/25,2025,4,20250120,20250126,S92000003,Rhinovirus,84,1.5,5546900
2024/25,2025,4,20250120,20250126,S92000003,Seasonal coronavirus,29,0.5,5546900
2024/25,2025,5,20250127,20250202,S92000003,Adenovirus,20,0.4,5546900
2024/25,2025,5,20250127,20250202,S92000003,COVID-19,42,0.8,5546900
2024/25,2025,5,20250127,20250202,S92000003,HMPV,12,0.2,5546900
2024/25,2025,5,20250127,20250202,S92000003,Influenza (All),210,3.8,5546900
2024/25,2025,5,20250127,20250202,S92000003,Influenza A,152,2.7,5546900
2024/25,2025,5,20250127,20250202,S92000003,Influenza B,58,1,5546900
2024/25,2025,5,20250127,20250202,S92000003,Mycoplasma pneumoniae,7,0.1,5546900
2024/25,2025,5,20250127,20250202,S92000003,Parainfluenza (Any Type),3,0.1,5546900
2024/25,2025,5,20250127,20250202,S92000003,RSV,75,1.4,5546900
2024/25,2025,5,20250127,20250202,S92000003,Rhinovirus,84,1.5,5546900
2024/25,2025,5,20250127,20250202,S92000003,Seasonal coronavirus,26,0.5,5546900
2024/25,2025,6,20250203,20250209,S92000003,Adenovirus,31,0.6,5546900
2024/25,2025,6,20250203,20250209,S92000003,COVID-19,28,0.5,5546900
2024/25,2025,6,20250203,20250209,S92000003,HMPV,20,0.4,5546900
2024/25,2025,6,20250203,20250209,S92000003,Influenza (All),192,3.5,5546900
2024/25,2025,6,20250203,20250209,S92000003,Influenza A,123,2.2,5546900
2024/25,2025,6,20250203,20250209,S92000003,Influenza B,69,1.2,5546900
2024/25,2025,6,20250203,20250209,S92000003,Mycoplasma pneumoniae,5,0.1,5546900
2024/25,2025,6,20250203,20250209,S92000003,Parainfluenza (Any Type),12,0.2,5546900
2024/25,2025,6,20250203,20250209,S92000003,RSV,59,1.1,5546900
2024/25,2025,6,20250203,20250209,S92000003,Rhinovirus,105,1.9,5546900
2024/25,2025,6,20250203,20250209,S92000003,Seasonal coronavirus,27,0.5,5546900
2024/25,2025,7,20250210,20250216,S92000003,Adenovirus,26,0.5,5546900
2024/25,2025,7,20250210,20250216,S92000003,COVID-19,39,0.7,5546900
2024/25,2025,7,20250210,20250216,S92000003,HMPV,17,0.3,5546900
2024/25,2025,7,20250210,20250216,S92000003,Influenza (All),156,2.8,5546900
2024/25,2025,7,20250210,20250216,S92000003,Influenza A,99,1.8,5546900
2024/25,2025,7,20250210,20250216,S92000003,Influenza B,57,1,5546900
2024/25,2025,7,20250210,20250216,S92000003,Mycoplasma pneumoniae,6,0.1,5546900
2024/25,2025,7,20250210,20250216,S92000003,Parainfluenza (Any Type),10,0.2,5546900
2024/25,2025,7,20250210,20250216,S92000003,RSV,67,1.2,5546900
2024/25,2025,7,20250210,20250216,S92000003,Rhinovirus,107,1.9,5546900
2024/25,2025,7,20250210,20250216,S92000003,Seasonal coronavirus,40,0.7,5546900
2024/25,2025,8,20250217,20250223,S92000003,Adenovirus,33,0.6,5546900
2024/25,2025,8,20250217,20250223,S92000003,COVID-19,41,0.7,5546900
2024/25,2025,8,20250217,20250223,S92000003,HMPV,25,0.5,5546900
2024/25,2025,8,20250217,20250223,S92000003,Influenza (All),195,3.5,5546900
2024/25,2025,8,20250217,20250223,S92000003,Influenza A,109,2,5546900
2024/25,2025,8,20250217,20250223,S92000003,Influenza B,86,1.6,5546900
2024/25,2025,8,20250217,20250223,S92000003,Mycoplasma pneumoniae,4,0.1,5546900
2024/25,2025,8,20250217,20250223,S92000003,Parainfluenza (Any Type),3,0.1,5546900
2024/25,2025,8,20250217,20250223,S92000003,RSV,57,1,5546900
2024/25,2025,8,20250217,20250223,S92000003,Rhinovirus,110,2,5546900
2024/25,2025,8,20250217,20250223,S92000003,Seasonal coronavirus,44,0.8,5546900
2024/25,2025,9,20250224,20250302,S92000003,Adenovirus,36,0.6,5546900
2024/25,2025,9,20250224,20250302,S92000003,COVID-19,30,0.5,5546900
2024/25,2025,9,20250224,20250302,S92000003,HMPV,24,0.4,5546900
2024/25,2025,9,20250224,20250302,S92000003,Influenza (All),172,3.1,5546900
2024/25,2025,9,20250224,20250302,S92000003,Influenza A,90,1.6,5546900
2024/25,2025,9,20250224,20250302,S92000003,Influenza B,82,1.5,5546900
2024/25,2025,9,20250224,20250302,S92000003,Mycoplasma pneumoniae,5,0.1,5546900
2024/25,2025,9,20250224,20250302,S92000003,Parainfluenza (Any Type),11,0.2,5546900
2024/25,2025,9,20250224,20250302,S92000003,RSV,43,0.8,5546900
2024/25,2025,9,20250224,20250302,S92000003,Rhinovirus,97,1.7,5546900
2024/25,2025,9,20250224,20250302,S92000003,Seasonal coronavirus,37,0.7,5546900
2024/25,2025,10,20250303,20250309,S92000003,Adenovirus,30,0.5,5546900
2024/25,2025,10,20250303,20250309,S92000003,COVID-19,35,0.6,5546900
2024/25,2025,10,20250303,20250309,S92000003,HMPV,28,0.5,5546900
2024/25,2025,10,20250303,20250309,S92000003,Influenza (All),174,3.1,5546900
2024/25,2025,10,20250303,20250309,S92000003,Influenza A,82,1.5,5546900
2024/25,2025,10,20250303,20250309,S92000003,Influenza B,92,1.7,5546900
2024/25,2025,10,20250303,20250309,S92000003,Mycoplasma pneumoniae,5,0.1,5546900
2024/25,2025,10,20250303,20250309,S92000003,Parainfluenza (Any Type),12,0.2,5546900
2024/25,2025,10,20250303,20250309,S92000003,RSV,27,0.5,5546900
2024/25,2025,10,20250303,20250309,S92000003,Rhinovirus,83,1.5,5546900
2024/25,2025,10,20250303,20250309,S92000003,Seasonal coronavirus,25,0.5,5546900
2024/25,2025,11,20250310,20250316,S92000003,Adenovirus,31,0.6,5546900
2024/25,2025,11,20250310,20250316,S92000003,COVID-19,33,0.6,5546900
2024/25,2025,11,20250310,20250316,S92000003,HMPV,28,0.5,5546900
2024/25,2025,11,20250310,20250316,S92000003,Influenza (All),120,2.2,5546900
2024/25,2025,11,20250310,20250316,S92000003,Influenza A,51,0.9,5546900
2024/25,2025,11,20250310,20250316,S92000003,Influenza B,69,1.2,5546900
2024/25,2025,11,20250310,20250316,S92000003,Mycoplasma pneumoniae,0,0,5546900
2024/25,2025,11,20250310,20250316,S92000003,Parainfluenza (Any Type),9,0.2,5546900
2024/25,2025,11,20250310,20250316,S92000003,RSV,36,0.6,5546900
2024/25,2025,11,20250310,20250316,S92000003,Rhinovirus,90,1.6,5546900
2024/25,2025,11,20250310,20250316,S92000003,Seasonal coronavirus,12,0.2,5546900
2024/25,2025,12,20250317,20250323,S92000003,Adenovirus,42,0.8,5546900
2024/25,2025,12,20250317,20250323,S92000003,COVID-19,51,0.9,5546900
2024/25,2025,12,20250317,20250323,S92000003,HMPV,50,0.9,5546900
2024/25,2025,12,20250317,20250323,S92000003,Influenza (All),137,2.5,5546900
2024/25,2025,12,20250317,20250323,S92000003,Influenza A,70,1.3,5546900
2024/25,2025,12,20250317,20250323,S92000003,Influenza B,67,1.2,5546900
2024/25,2025,12,20250317,20250323,S92000003,Mycoplasma pneumoniae,6,0.1,5546900
2024/25,2025,12,20250317,20250323,S92000003,Parainfluenza (Any Type),15,0.3,5546900
2024/25,2025,12,20250317,20250323,S92000003,RSV,21,0.4,5546900
2024/25,2025,12,20250317,20250323,S92000003,Rhinovirus,103,1.9,5546900
2024/25,2025,12,20250317,20250323,S92000003,Seasonal coronavirus,21,0.4,5546900
2024/25,2025,13,20250324,20250330,S92000003,Adenovirus,37,0.7,5546900
2024/25,2025,13,20250324,20250330,S92000003,COVID-19,35,0.6,5546900
2024/25,2025,13,20250324,20250330,S92000003,HMPV,42,0.8,5546900
2024/25,2025,13,20250324,20250330,S92000003,Influenza (All),124,2.2,5546900
2024/25,2025,13,20250324,20250330,S92000003,Influenza A,58,1,5546900
2024/25,2025,13,20250324,20250330,S92000003,Influenza B,66,1.2,5546900
2024/25,2025,13,20250324,20250330,S92000003,Mycoplasma pneumoniae,2,0,5546900
2024/25,2025,13,20250324,20250330,S92000003,Parainfluenza (Any Type),21,0.4,5546900
2024/25,2025,13,20250324,20250330,S92000003,RSV,25,0.5,5546900
2024/25,2025,13,20250324,20250330,S92000003,Rhinovirus,95,1.7,5546900
2024/25,2025,13,20250324,20250330,S92000003,Seasonal coronavirus,15,0.3,5546900
2024/25,2025,14,20250331,20250406,S92000003,Adenovirus,28,0.5,5546900
2024/25,2025,14,20250331,20250406,S92000003,COVID-19,48,0.9,5546900
2024/25,2025,14,20250331,20250406,S92000003,HMPV,50,0.9,5546900
2024/25,2025,14,20250331,20250406,S92000003,Influenza (All),107,1.9,5546900
2024/25,2025,14,20250331,20250406,S92000003,Influenza A,50,0.9,5546900
2024/25,2025,14,20250331,20250406,S92000003,Influenza B,57,1,5546900
2024/25,2025,14,20250331,20250406,S92000003,Mycoplasma pneumoniae,4,0.1,5546900
2024/25,2025,14,20250331,20250406,S92000003,Parainfluenza (Any Type),16,0.3,5546900
2024/25,2025,14,20250331,20250406,S92000003,RSV,12,0.2,5546900
2024/25,2025,14,20250331,20250406,S92000003,Rhinovirus,77,1.4,5546900
2024/25,2025,14,20250331,20250406,S92000003,Seasonal coronavirus,13,0.2,5546900
2024/25,2025,15,20250407,20250413,S92000003,Adenovirus,36,0.6,5546900
2024/25,2025,15,20250407,20250413,S92000003,COVID-19,35,0.6,5546900
2024/25,2025,15,20250407,20250413,S92000003,HMPV,41,0.7,5546900
2024/25,2025,15,20250407,20250413,S92000003,Influenza (All),85,1.5,5546900
2024/25,2025,15,20250407,20250413,S92000003,Influenza A,51,0.9,5546900
2024/25,2025,15,20250407,20250413,S92000003,Influenza B,34,0.6,5546900
2024/25,2025,15,20250407,20250413,S92000003,Mycoplasma pneumoniae,1,0,5546900
2024/25,2025,15,20250407,20250413,S92000003,Parainfluenza (Any Type),22,0.4,5546900
2024/25,2025,15,20250407,20250413,S92000003,RSV,9,0.2,5546900
2024/25,2025,15,20250407,20250413,S92000003,Rhinovirus,75,1.4,5546900
2024/25,2025,15,20250407,20250413,S92000003,Seasonal coronavirus,8,0.1,5546900
2024/25,2025,16,20250414,20250420,S92000003,Adenovirus,32,0.6,5546900
2024/25,2025,16,20250414,20250420,S92000003,COVID-19,41,0.7,5546900
2024/25,2025,16,20250414,20250420,S92000003,HMPV,38,0.7,5546900
2024/25,2025,16,20250414,20250420,S92000003,Influenza (All),72,1.3,5546900
2024/25,2025,16,20250414,20250420,S92000003,Influenza A,41,0.7,5546900
2024/25,2025,16,20250414,20250420,S92000003,Influenza B,31,0.6,5546900
2024/25,2025,16,20250414,20250420,S92000003,Mycoplasma pneumoniae,2,0,5546900
2024/25,2025,16,20250414,20250420,S92000003,Parainfluenza (Any Type),20,0.4,5546900
2024/25,2025,16,20250414,20250420,S92000003,RSV,14,0.3,5546900
